"British Virgin Islands","United Kingdom","0"
"Cayman Islands","United Kingdom","0"
"Channel Islands","United Kingdom","0"
"Falkland Islands (Malvinas)","United Kingdom","0"
"Gibraltar","United Kingdom","0"
"Isle of Man","United Kingdom","0"
"Montserrat","United Kingdom","0"
"Saint Helena, Ascension and Tristan da Cunha","United Kingdom","0"
"Turks and Caicos Islands","United Kingdom","0"
"","United Kingdom","0"
"","Uruguay","0"
"","Uzbekistan","0"
"","Vanuatu","0"
"","Venezuela","0"
"","Vietnam","0"
"","West Bank and Gaza","0"
"","Yemen","0"
"","Zambia","0"
"","Zimbabwe","0"
